country_or_area,commodity_transaction,year,unit,quantity,quantity_footnotes,category
Mexico,Natural gas (including LNG) - Memo:Gross production,1994,Terajoules,1165966,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - Memo:Gross production,1993,Terajoules,1134652,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - Memo:Gross production,1992,Terajoules,1067598,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - Memo:Gross production,1991,Terajoules,1096421,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - Memo:Gross production,1990,Terajoules,1096151,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2014,Terajoules,29983,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2013,Terajoules,26801,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2012,Terajoules,30989,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2011,Terajoules,31326,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2010,Terajoules,19938,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2009,Terajoules,30905,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2008,Terajoules,32364,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2007,Terajoules,33266,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2006,Terajoules,30688,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2005,Terajoules,28083,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2004,Terajoules,31787,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2003,Terajoules,30502,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2002,Terajoules,31639,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2001,Terajoules,33881,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,2000,Terajoules,39501,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,1999,Terajoules,47249,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,1998,Terajoules,45133,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,1997,Terajoules,48774,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,1996,Terajoules,55448,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,1995,Terajoules,57237,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,1994,Terajoules,55359,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,1993,Terajoules,53320,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,1992,Terajoules,97379,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,1991,Terajoules,102847,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - non-energy uses,1990,Terajoules,105790,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2014,Terajoules,28192,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2013,Terajoules,42866,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2012,Terajoules,90908,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2011,Terajoules,93685,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2010,Terajoules,92218,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2009,Terajoules,93146,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2008,Terajoules,92107,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2007,Terajoules,89289,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2006,Terajoules,86292,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2005,Terajoules,83358,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2004,Terajoules,84282,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2003,Terajoules,83118,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2002,Terajoules,83886,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2001,Terajoules,84286,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,2000,Terajoules,91550,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,1999,Terajoules,79559,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,1998,Terajoules,86964,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,1997,Terajoules,80443,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,1996,Terajoules,87637,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,1995,Terajoules,102195,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,1994,Terajoules,118266,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - other energy industry own use,1993,Terajoules,117425,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2014,Terajoules,476652,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2013,Terajoules,530635,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2012,Terajoules,539287,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2011,Terajoules,509770,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2010,Terajoules,521306,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2009,Terajoules,519152,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2008,Terajoules,504238,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2007,Terajoules,517648,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2006,Terajoules,542157,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2005,Terajoules,531921,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2004,Terajoules,535748,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2003,Terajoules,510992,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2002,Terajoules,479232,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2001,Terajoules,445797,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,2000,Terajoules,418181,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,1999,Terajoules,325726,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,1998,Terajoules,366686,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,1997,Terajoules,318065,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,1996,Terajoules,233227,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,1995,Terajoules,176379,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,1994,Terajoules,214162,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,1993,Terajoules,218210,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,1992,Terajoules,273523,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,1991,Terajoules,232070,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil and gas extraction,1990,Terajoules,257317,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2014,Terajoules,122873,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2013,Terajoules,121022,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2012,Terajoules,117173,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2011,Terajoules,111440,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2010,Terajoules,117591,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2009,Terajoules,105507,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2008,Terajoules,100588,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2007,Terajoules,92568,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2006,Terajoules,91187,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2005,Terajoules,96420,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2004,Terajoules,91714,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2003,Terajoules,85189,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2002,Terajoules,74805,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2001,Terajoules,83935,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,2000,Terajoules,70073,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,1999,Terajoules,58352,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,1998,Terajoules,62801,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,1997,Terajoules,63229,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,1996,Terajoules,47443,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,1995,Terajoules,49967,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,1994,Terajoules,49068,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - own use by oil refineries,1993,Terajoules,47314,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2014,Terajoules,1733745,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2013,Terajoules,1883374,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2012,Terajoules,1896659,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2011,Terajoules,1959003,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2010,Terajoules,1980921,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2009,Terajoules,2028453,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2008,Terajoules,1958405,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2007,Terajoules,1999575,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2006,Terajoules,2007617,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2005,Terajoules,1789100,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2004,Terajoules,1702459,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2003,Terajoules,1680771,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2002,Terajoules,1588249,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2001,Terajoules,1548653,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,2000,Terajoules,1553098,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,1999,Terajoules,1409628,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,1998,Terajoules,1397306,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,1997,Terajoules,1308817,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,1996,Terajoules,1262203,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,1995,Terajoules,1097998,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,1994,Terajoules,1115460,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,1993,Terajoules,1081623,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,1992,Terajoules,1029249,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,1991,Terajoules,1058502,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - production,1990,Terajoules,1058653,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2014,Terajoules,24208,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2013,Terajoules,26360,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2012,Terajoules,26731,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2011,Terajoules,31449,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2010,Terajoules,29739,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2009,Terajoules,30659,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2008,Terajoules,30746,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2007,Terajoules,35640,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2006,Terajoules,37986,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2005,Terajoules,40601,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2004,Terajoules,46441,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2003,Terajoules,42113,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2002,Terajoules,36020,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2001,Terajoules,44516,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,2000,Terajoules,42973,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,1999,Terajoules,46461,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,1998,Terajoules,38480,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,1997,Terajoules,19347,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,1996,Terajoules,36380,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,1995,Terajoules,46657,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,1994,Terajoules,54356,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - receipts from other sources,1993,Terajoules,52574,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2014,Terajoules,15596,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2013,Terajoules,12748,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2012,Terajoules,16289,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2011,Terajoules,-26048,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2010,Terajoules,9252,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2009,Terajoules,3727,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2008,Terajoules,819,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2007,Terajoules,-6541,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2006,Terajoules,1310,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2005,Terajoules,-8187,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2004,Terajoules,872,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2003,Terajoules,3088,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2002,Terajoules,3943,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2001,Terajoules,2644,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,2000,Terajoules,4822,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,1999,Terajoules,2445,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,1998,Terajoules,-396,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,1997,Terajoules,-398,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - stock changes,1996,Terajoules,4822,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2014,Terajoules,2839749,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2013,Terajoules,2918566,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2012,Terajoules,2785788,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2011,Terajoules,2688453,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2010,Terajoules,2552888,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2009,Terajoules,2539795,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2008,Terajoules,2441013,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2007,Terajoules,2419579,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2006,Terajoules,2435443,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2005,Terajoules,2185541,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2004,Terajoules,2194051,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2003,Terajoules,2113618,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2002,Terajoules,1909694,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2001,Terajoules,1729476,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,2000,Terajoules,1693664,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,1999,Terajoules,1465453,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,1998,Terajoules,1483588,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,1997,Terajoules,1356371,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,1996,Terajoules,1311878,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,1995,Terajoules,1203737,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,1994,Terajoules,1211088,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,1993,Terajoules,1171938,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,1992,Terajoules,1130465,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,1991,Terajoules,1123506,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total energy supply,1990,Terajoules,1075844,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total resources,2014,Terajoules,12650608.2,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total resources,2008,Terajoules,14047560,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total resources,2007,Terajoules,14554833,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total resources,2005,Terajoules,16076652,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total resources,2002,Terajoules,9716230.522,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total resources,2001,Terajoules,31099741.88,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total resources,2000,Terajoules,71798640,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total resources,1999,Terajoules,71798640,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total resources,1998,Terajoules,71603535,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total resources,1997,Terajoules,70628010,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total resources,1993,Terajoules,76129971,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - total resources,1990,Terajoules,79017525,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2014,Terajoules,1484833,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2013,Terajoules,1423071,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2012,Terajoules,1523582,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2011,Terajoules,1453310,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2010,Terajoules,1363614,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2009,Terajoules,1364692,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2008,Terajoules,1306359,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2007,Terajoules,1227296,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2006,Terajoules,1125975,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2005,Terajoules,940697,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2004,Terajoules,959683,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2003,Terajoules,908997,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2002,Terajoules,708659,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2001,Terajoules,572921,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,2000,Terajoules,498821,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,1999,Terajoules,419055,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,1998,Terajoules,419855,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,1997,Terajoules,275759,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,1996,Terajoules,259228,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,1995,Terajoules,250637,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,1994,Terajoules,233044,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,1993,Terajoules,198600,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,1992,Terajoules,207802,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,1991,Terajoules,217526,,natural_gas_including_lng
Mexico,Natural gas (including LNG) - transformation,1990,Terajoules,159666,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2014,Terajoules,183968,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2013,Terajoules,175593,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2012,Terajoules,148746,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2011,Terajoules,146900,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2010,Terajoules,150572,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2009,Terajoules,149937,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2008,Terajoules,153102,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2007,Terajoules,147548,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2006,Terajoules,97970,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2005,Terajoules,93732,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2004,Terajoules,93955,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2003,Terajoules,89438,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2002,Terajoules,64435,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2001,Terajoules,71081,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,2000,Terajoules,57111,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,1999,Terajoules,40197,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,1998,Terajoules,39307,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,1997,Terajoules,4704,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in CHP plants - autoproducers,1996,Terajoules,2827,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2014,Terajoules,1484833,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2013,Terajoules,1423071,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2012,Terajoules,1523582,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2011,Terajoules,1453310,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2010,Terajoules,1363614,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2009,Terajoules,1364692,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2008,Terajoules,1306359,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2007,Terajoules,1227296,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2006,Terajoules,1125975,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2005,Terajoules,940697,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2004,Terajoules,959683,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2003,Terajoules,908997,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2002,Terajoules,708659,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2001,Terajoules,572921,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",2000,Terajoules,498821,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",1999,Terajoules,419055,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",1998,Terajoules,419855,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",1997,Terajoules,275759,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",1996,Terajoules,259228,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",1995,Terajoules,250637,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",1994,Terajoules,233044,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",1993,Terajoules,198600,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",1992,Terajoules,207802,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",1991,Terajoules,217526,,natural_gas_including_lng
Mexico,"Natural gas (including LNG) - transformation in electricity, CHP and heat plants",1990,Terajoules,159666,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in electricity plants - autoproducers,2014,Terajoules,149942,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in electricity plants - autoproducers,2013,Terajoules,135312,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in electricity plants - autoproducers,2012,Terajoules,199107,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in electricity plants - autoproducers,2011,Terajoules,143458,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in electricity plants - autoproducers,2010,Terajoules,118475,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in electricity plants - autoproducers,2009,Terajoules,134751,,natural_gas_including_lng
Mexico,Natural Gas (including LNG) - transformation in electricity plants - autoproducers,2008,Terajoules,134336,,natural_gas_including_lng
